"SKU","URL","Brand","Title","Size","Count","Characteristics","Details","Certifications","Color","Manufacturer","Reviews"
"1096576","https://www.projectn95.org/products/3d-boat-shape-adjustable-kf94-beige-masks-l/","CleanWell","3D Boat Shape Adjustable Beige KF94 Masks L","L","Pack of 10","Korea,Earloop,Boat,KF94","  Color: Beige   Product Features:  Lightweight KF94 mask with large breathing pocket and adjustable straps COMFORTABLE ERGONOMIC DESIGN - Trifolding Stereoscopic Design: Our mask covers not only the nose and mouth but also the lower jaw and maintains cleanliness as foundation, lipstick, etc are less smeared to the mask  NANO-LEVEL FILTER THREAD - Our product uses Nano-Level Thread for easy breathing.    Manufacturer: Cleanwell ","MFDS Item Standard Code: 201906953","Beige","",""
"1096505","https://www.projectn95.org/products/cleanwell-boat-style-green-3d-shape-adjustable-kf94-masks/","CleanWell","3D Boat Shape Adjustable Green KF94 Masks L","L","Pack of 10","Korea,Earloop,Boat,KF94","  Product Features:  Lightweight KF94 mask with large breathing pocket and adjustable straps COMFORTABLE ERGONOMIC DESIGN - Trifolding Stereoscopic Design: Our mask covers not only the nose and mouth but also the lower jaw and maintains cleanliness as foundation, lipstick, etc are less smeared to the mask.  NANO-LEVEL FILTER THREAD - Our product uses Nano-Level Thread for easy breathing. MFDS Item Standard Code: 201906953    Manufacturer: Cleanwell ","","Green","",""
"1096521","https://www.projectn95.org/products/good-day-adjustable-adult-kf94-black-package-of-10/","Happylife Goodday","3D Boat Shape Adjustable KF94 Masks Black L","L","Pack of 10","Korea,Earloop,Boat,KF94","  Color: Black  Product Features: These black KF94 masks come individually wrapped in packs of 10. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.    Adjustable earloops for an exact fit Adjustable Nose Clip, Folding type mask, individually packaged Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles.    Manufacturer:  Happy Life, Co. LTD    Dimensions: 7.8in x 3.2 in ","","Black","","['5', 'Very comfortable mask', 'This mask fits well and is the most comfortable behind-the-ear mask we've found.   I love the side loops to adjust the fit.  ']"
"1096526","https://www.projectn95.org/products/demetech-d95-fold-style-white-mask-with-earloops/","Demetech","5 Layer High Filtration White Ear Loop Mask M/L","M/L","Pack of 20","Flat Fold,United States,Earloop","Product Features: The DemeTECH D95 White 5-Layer Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles.  Soft Inner Polypropylene Layer provides comfort for long periods of wear. The double filtration layer provides strong protection against airborne particles and bacteria  High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded earloops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear  SKU: 1096526Model Name: D95Manufacturer:Demetech ","","White","DemeTECH Corporation",""
"1096407","https://www.projectn95.org/products/breathe-healthy-n95-respirator-mask-life1095-2/","Breathe Healthy","Flat Fold 1095-2 N95 Masks M/L","M/L","Pack of 20","Flat Fold,Headstrap,Colombia,N95","  Features:    Individually wrapped, compact, fold flat design for portability  Color: Black Dual extra wide head straps; hypoallergenic elastic Filter: non-woven filters charged electro-statically to catch particles Comfort fit adjustable nose rim provides close fit   Manufacturer: Industrias Saver S.A.  Expiration Date: May 2026             ","CDC NIOSH: TC-84A-5350","Black","","['5', 'Feels like it runs small', 'Purchased for use in small shared space with multiple co-workers. First time trying it on, the mask felt small for an adult male, adjustment across the nose felt like the metal was much shorter/smaller than other masks I've used and did not allow for good contour and seal across my nose and upper cheeks. Ended up not wearing these masks due to feeling I did not get a good seal across the top of the mask.']"
"1096401","https://www.projectn95.org/products/breathe-healthy-n95-respirator-mask-life1095/","Breathe Healthy","Flat Fold 1095 N95 Masks M/L","M/L","Pack of 20","Flat Fold,Headstrap,Colombia,N95","  Features:     Individually wrapped, compact, fold flat design for portability  Dual extra wide head straps; hypoallergenic elastic Filter: non-woven filters charged electro-statically to catch particles Comfort fit adjustable nose rim provides close fit    Manufacturer: Industrias Saver S.A.  Expiration Date: May 2026   ","CDC NIOSH: TC-84A-5350","White","",""
"1096614","https://www.projectn95.org/products/boat-f95b-n95-masks-s-m/","BNX Converting LLC","Boat F95B N95 Masks S/M, Black","S/M","Pack of 10 & 20","Headstrap,Boat,N95,US/Global","  Product Features: This BNX F95B is a NIOSH Approved black N95 Respirator certified for protection against 95% of non-oil-based particles 0.3microns or larger.    Manufactured in the USA from globally-sourced materials. BNX’s multi-layer filtration technology provides maximum protection, comfort, and breathability. The active filter layer of these N95 masks is composed of ultra-high grade electrostatically charged melt-blown polypropylene. Extremely breathable up to 50%+ more breathable than NIOSH minimum requirement. Features latex-free and amazingly soft and durable headband straps as well as an adjustable metal nose piece to ensure a tight yet comfortable seal. Please follow all recommended fitting instructions and guidelines to ensure proper fit and protective seal.  Flat fold design allows for convenient storage prior to use. The improved 3D design provides room for your mouth to move when you speak and greater compatibility with and reduced fog on eyewear. Ideal for use by Healthcare and Frontline workers as well in crowded or contaminated areas such as: Commercial Buildings, Construction, Food Processing & Safety, Retail, Manufacturing, Infrastructure, Education, Oil & Gas, Transportation, and more.   Manufacturer: BNX Converting LLC  ","CDC NIOSH: TC-84A-9362","Black","BNX Converting LLC","['5', 'My fave mask!', 'So happy I discovered this mask! It is my absolute #1. The S/M is a great fit—I am a woman with a medium-sized face and it fits snugly and securely. The shape is breathable and looks great in the black color without taking over the whole face. The head straps mean I can wear it for long periods comfortably. The moldable nose bridge fits well, but I still like to add a strip of 'fashion tape' for extra security.']"
"1096589","https://www.projectn95.org/products/strapless-flat-n95-masks-s-l-xl/","Avery Dennison","Strapless Flat N95 Masks S, L, XL (ReadiMask®)","Pack of 50","Pack of 50","CDC NIOSH,United States,No Strap,N95","  Made with electrostatic particle filtration properties making it easier to breathe. Does not interfere with stethoscopes or headsets (there are no straps). Able to be repositioned for convenience. Easy to combine with additional PPE or glasses. Sold in three different sizes small (masks for petite faces), large and extra-large (for those longer or round faces). Controls exposure to Infections transmitted via the airborne route, spores, allergens, mold, dust, debris, insulation, pepper spray, pollution, smoke particles, and other airborne particles.  Made and shipped in the USA.   Model Name:  N1906S-  Small, N1906L- Large & N1906XL- Extra-Large   ","CDC NIOSH: TC-84A-8133","Yellow","Global Safety First","['5', 'Immune compromised doesn't stop me from getting out', 'As someone who is immune compromised, these masks with the amazing seal, have enabled me to be able to go out in the world to do the things I want to do, and to enjoy the company of my friends.'], ['5', 'Top tier ', 'Still one of the best and most comfortable N95s I have tried!!!']"
"1096250","https://www.projectn95.org/products/astm-level-3-demetech-masks-package-of-50/","Demetech","ASTM Level 3 DT-MSK-003 Surgical Masks","One size Fits Most","Pack of 50","United States,Earloop,ASTM Level 3","  Product Features: Demetech's Surgical Face Mask is FDA Cleared, Manufactured Using High Quality American Made Materials, And 100% Manufactured In The United States. The Demetech Surgical Mask Is Rated ASTM Level 3.  FDA 510K: K201479 ","FDA 510K: K201479","Blue","","['5', 'great legitimate website', 'loved that product was made in the US'], ['5', 'My new favorite ASTM III Mask', 'I have a larger face, and these fit me perfectly. I'm a fan of ASTM III masks in general, and these are my new favorites.']"
"1096609","https://www.projectn95.org/products/altor-safety-astm-level-2-surgical-masks/","Altor Safety","ASTM Level 2 F2100-11 Surgical Masks","One Size Fits Most","Pack of 50","United States,Earloop,ASTM Level 2"," ﻿**Free Shipping with the order of 21+ boxes**    Features:   Lightweight, non-woven polypropylene material design is soft on the face  Elastic loops fit comfortably around ears  Nose clip molds mask securely to face  Fluid-resistant and disposable, single-use   Natural Rubber Latex free  Surgical Grade Mask made with 100% USA Raw Materials, Non-Sterile Berry Compliant, 3Ply mask     ","FDA 510K: K211249","Blue","Altor Safety LLC",""
"1096540","https://www.projectn95.org/products/bnx-flat-fold-kn95-masks-white/","BNX Converting LLC","BNX Flat fold KN95 Masks White","M/L","","Flat Fold,Earloop,US/Global,KN95","The BNX E95 KN95 mask is manufactured in the USA from globally sourced materials and is one of just a handful of domestically made KN95 masks available on the market. We love these KN95s for their breathability and versatile fit. This mask has a standard fit that works well for most adult faces.  BNX’s filtration technology provides maximum protection, comfort and breathability. The active filter layer is composed of ultra-high grade electrostatically charged meltblown polypropylene (top shelf highest grade material available in terms in breathability and protection). Extremely breathable up to 50%+ more breathable than leading competitors.   Features latex free and amazingly soft and durable ear-loop bands as well as an adjustable metal nose piece to ensure a tight yet comfortable seal.  Flat fold design allows for convenient storage prior to use. Improved 3D design provides room for your mouth to move when you speak and reduced fog on glasses. These KN95 face masks are ideal for use in crowded or contaminated areas such as: Commercial Buildings, Construction, Food Processing, Food Safety, Retail, General Manufacturing, Infrastructure, Mining, Oil & Gas, Transportation, and more.   Manufacturer: BNX Converting LLC | Standard: GB2626-2019Adjustable Nose Clip: Yes | Individually Packaged: No| Shelf Life: Use by date printed on package  ","","White","","['5', 'Excellent Mask!', 'I got the M/L size. Snug fit but good breathing room. Sturdy and good quality. Earloops are a little tight, which makes all day wear 'challenging.' But a little discomfort isn't a bad trade-off for protection! ;-)']"
"1096297","https://www.projectn95.org/products/byd-n95-respirator-mask-de2322-20-count/","BYD","Flat Fold DE2322 N95 Masks M/L","M/L","Pack of 20","Flat Fold,China,Headstrap,N95","  Product Features: Very close facial fit. 95% filtration efficiency against solid and liquid aerosols, free of oil, Foldable. Individually wrapped inside box.   Model Name: DE2322 ","CDC NIOSH: TC-84A-9221","Blue","","['5', 'Good price -- if it fits your face', 'These are currently priced well, but you should make sure they actually fit your face before buying a ton.   This mask was included in a 2021 study on mask fit rate. Out of 38 American volunteers, only 13% passed fit testing with this mask (BYD CARE model DE2322). The pass rate increased when volunteers used a 3D printed mask brace. You can find the study here: doi: 10.1097/JOM.0000000000002223 ('Frame to Improve the Fit of N95 Filtering Face Mask Respirators')']"
"1096383","https://www.projectn95.org/products/aidway-n95-respirator-mask-luvmed-519502g-gray/","Aidway","Flat Fold 51-9502G N95 Masks L/XL","L/XL","Pack of 10, 20","Flat Fold,Headstrap,N95,US/Global","This is one of our top N95 respirator masks for people with large and extra-large faces. It has a comfortable foam nose clip and comes in grey, which is also unique for an N95 mask. Made in the USA from globally-sourced materials. Manufacturer: Aidway Personal Care Product, Inc. | CDC NIOSH: TC-84A-9351Adjustable Nose Clip: Yes  | Individually Packaged: NoDimensions:  | Type: Non-surgical      ","","Gray","",""
"1096379","https://www.projectn95.org/products/optrel-n95-respirator-mask-p-air-4190-010/","Optrel Tec Ag","Flat Fold P.AIR 4190.010 N95 Masks M/L","M/L","Pack of 40","Flat Fold,Headstrap,Switzerland,N95","   Product Features:  Protect yourself and your co-workers with the Optrel P.AIR N95 respirator masks. Our NIOSH-approved respirator is Swiss-made with the highest quality materials for comfort and protection against solid and liquid aerosols, dust, mist and smoke. This 5-layermask is designed as a comfortable, universal fit 5-layer melt-blown fabric offers superior comfort and protection Spandex head band fits securely and allows for easy donning and doffing Folds flat for easy storage Adjustable nose clip for optimal fit and protection     Manufacturer: Optrel Tec Ag  Expiration Date: 11/30/2025  ","CDC NIOSH:TC-84A-9237","White","","['5', 'Run large', 'These run large in my opinion but that may be a pro for folks who have a larger head/rounder face and they are pretty affordable at the moment ($44/40 pieces). After I fit the nosepiece on this I have to tie a knot in the elastic to get a snug fit, but that's an easy adjustment. The box contains 8 sealed packs of 5 masks.'], ['5', 'Our go to mask', 'Best mask for everyday use. Comfortable with excellent fit and adjustability. I'm back to purchase my third box today.']"
"1096307","https://www.projectn95.org/products/respokare-n95-respirator-mask-plus/","RespoKare","Flat Fold RK-200-3042A N95 Masks L","Pack of 5","Pack of 5","Flat Fold,China,Headstrap,N95","  Product Features: Surgical N95 respirator with active anti-viral protection against specific influenza viruses. Soft inner layer for extra comfort. Head Straps, flat fold, aluminum nose clip for a strong seal.  FDA 510K: K122702  CDC NIOSH: TC-84A-7796   Dimensions: 7.5 in x 6.9 in x 1.8 in (Large)    ","CDC NIOSH: TC-84A-7796","Blue","",""
"1096551","https://www.projectn95.org/products/isp-3m-9210-tri-fold-n95-masks-m-l/","3M","3M 9210+ Tri Fold N95 Masks Standard","Standard","Pack of 20 & 240","United States,Headstrap,Boat,N95","   **   For industrial/occupational use only. Not for consumer sale or use.**    **Free shipping on orders over $100**   Product Features: 3M Aura 9210+, N95 Particulate Respirator Mask. Key Features are as follows:    NIOSH APPROVED: N95 for at least 95% filtration efficiency against certain non-oil-based particles like dust and smoke.    Innovative chin tab designed for ease of positioning, donning & adjustment  Adjustable nose clip helps provide a custom secure seal   Designed to direct exhaled air away from the nose panel, helping reduce eyewear fogging  Individual packaging (Case of 240) and flat fold design provides convenient storage and portability    Manufacturer: 3M Company ","CDC NIOSH: TC-84A-5668","White","","['5', 'Secure and Soft', 'I had been using either KF94 or KN95 masks prior to trying this mask.  I selected this one in particular after watching an anesthesiologist review a variety of N95 masks and hearing her explain how this mask was the best she had tried yet for getting a secure fit and avoiding glasses fogging.  While I had been very comfortable with my KN95 mask of choice in the past, I can't go back!  Not only are these more economical (surprisingly!), but the nose bridge on this is the best and most comfortable fit I have found.  I have to say, too, I have a big head (it's genetic), and I don't find the head straps uncomfortable at all.  As with any well-fitting mask, I have indentations on my face after removing it, but honestly, that's comforting to me because it's an indication to me that my mask is fitting appropriately against my face!  I can breathe easily in this mask, and I cannot overstate how soft and comfortable it is, nor how much I love the adjustability and fit of the nose bridge.  I'd be surprised if I found another mask I like more.']"
"1096531","https://www.projectn95.org/products/flat-fold-wb-n-200-niosh-approved-n95-respirator-box-of-10/","WellBefore","Flat Fold WB-N-200 NIOSH Approved N95 Respirator - M/L","M/L","Pack of 10","Flat Fold,China,Headstrap,N95"," WellBefore’s N95 Folding Medical Respirator Face Mask comes individually wrapped in paper packaging.  This also allows you to carry extras wherever you go and feel good knowing they are clean and ready to be used.  This mask can provide 95% or more filtration from airborne particles, allowing ultimate protection. This product can be used in different environments and works against air pollutants, pollen, allergies, and dust particles. These masks have been tested and approved to ensure that you are protected. Key Features are as follows:  NIOSH N95, 95% Filtration, Individually Wrapped, 4 layers of non-woven fabric, Adjustable Head Straps, Ultra Comfortable, Easy to Breathe Through, Flexible Nose Pin, Soft Foam Seal, Non-Irritating, Odorless  Manufacturer:  Suzhou Sanical Protective Product Manufacturing Co., Ltd.  Headstrap: Yes","CDC NIOSH: TC-84A-7447","White","",""
"1096502","https://www.projectn95.org/products/happy-life-boat-shape-kids-kf94-masks-white-package-of-10/","Happylife Goodday","Prek Kids 3D Boat Shape Adjustable KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  Model Name: PH-GD-ADJKD-2  Sizes: Extra Small - Kids Ages 2-5  Dimensions: 167mm x 72mm  Product Features: These KF94 child masks come individually wrapped in packs of 10. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.  Adjustable earloops for an exact fit Adjustable Nose Clip, Folding type mask, individually packaged Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles.     Manufacturer: HappyLife GoodDay   ","","White","","['5', 'Great for our little one', 'Our 2-year-old has pretty bendable ears, so it is hard to find masks that will stay on. The hook lets the mask wrap around her head, rather than relying on ear loops. We keep buying more. '], ['5', 'Great for Little Faces', 'My daughter is small for her age (soon to be 3) so we've been waiting for her to grow into this mask. Now that she's big enough, it is a great one for her! She prefers this one to her fabric ones that were made for her face size, which is big praise from her!   As parents, we like the clip and extra strap. It helps keep her mask on and gives us some choices for adjusting it to her comfort. ']"
"1096499","https://www.projectn95.org/products/evergreen-cleantop-boat-style-3d-shape-adjustable-kf94-masks-black/","Evergreen Cleantop","3D Boat Shape Adjustable Black KF94 Masks L","L","Pack of 10","Korea,Earloop,Boat,KF94"," The adjustable straps on this mask allow you to get a custom fit. These black KF94 masks come individually wrapped in packs of 10. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.   Adjustable ear loops and Nose Clip, Folding type mask, individually packaged Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. MFDS Item Standard Code: 202004801   Manufacturer: Evergreen, Co. LTD  Dimensions: 8.2in x 5.9in   ","MFDS","Black","",""
"1096498","https://www.projectn95.org/products/onique-boat-style-3d-shape-adjustable-kf94-masks-black/","Onique","3D Boat Shape Adjustable Black KF94 Masks L","L","Pack of 10","Korea,Earloop,Boat,KF94","We love this KF94 mask's 3D shape for its breathe-ability and long-lasting comfort, plus the adjustable nose clip and ear loops make this a great fit for a wide range of face shapes and sizes. The size (large) is good for average to extra large adult faces. Package Type: Individually WrappedManufacturer: YJ Corporation LTD ","Korean MFDS Number: 201708599","Black","",""
"1096575","https://www.projectn95.org/products/clear-flat-fold-4190-020-40-n95-mask-m-l/","Optrel Tec Ag","Clear Flat Fold 4190.020-40 N95 Mask M/L","M/L","Pack of 20","Flat Fold,Headstrap,Switzerland,N95"," The First NIOSH-approved N95 mask with a transparent window. This mask allows for enhanced communication and a better patient experience by allowing for full facial expression recognition. We love that this mask does not fog easily. It is a great option for teachers and people needing a mask with a clear window for lip reading purposes.   Manufacturer: Optrel Tec Ag  Country of Origin: Switzerland  CDC NIOSH: TC-84A-9434  Dimensions: 8 1/4' X 3 1/2' when folded flat  ","","Clear","","['5', 'Excellent fit', ' the 'sliding' strap fit feels similar to popular half mask disposable filter respirators that have been used extensively for decades. This feels like a disposable version of those respirators.']"
"1096485","https://www.projectn95.org/products/demetech-dtn95fh-bl-n95-respirator-mask/","Demetech","Flat Fold DT-N95-FH-BL N95 Masks M/L","M/L","Pack of 20","Flat Fold,United States,Headstrap,N95","Our best-selling mask for a reason: comfort. This N95 respirator fits well on average-to-large faces and sports soft interior fabric and a padded nose clip. Made in the USA. Manufacturer: Demetech Corporation | CDC NIOSH: TC-84A-9251 Adjustable Nose Clip: Yes | Individually Packaged: No Dimensions: 5.51' x 6.29' (mask), 14.96' x 12.99' (straps) | Type: NIOSH","","Blue","",""
"1096249","https://www.projectn95.org/products/demetech-dtn95fhs-n95-respirator-mask/","Demetech","Flat Fold DT-N95-FHS N95 Masks S","S","Pack of 20","Flat Fold,United States,Headstrap,N95"," Our best-selling mask for a reason: comfort. This N95 respirator fits well on small to average faces and sports soft interior fabric and a padded nose clip. Made in the USA. Manufacturer: Demetech CorporationAdjustable Nose Clip: Yes | Individually Packaged: NoType: NIOSH","CDC NIOSH: TC-84A-9251","White","",""
"1096475","https://www.projectn95.org/products/demetech-dx95-kids-size-mask-black/","Demetech","Kids Black 5 ply Masks","Kids","Pack of 20","Flat Fold,United States,Earloop","  Product Features: The Demetech 5 Layer Kids Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles.- Soft Inner Polypropylene Layer provides comfort for long periods of wear.- Double filtration layer provides strong protections against airborne particles and bacteria (tested in 3rd party laboratory).- High-density outer polypropylene layer provides strong resistance against airborne liquids.- Double-welded earloops provide a strong fit and seal against the wearer's face.- Unique Folded Design provides low storage space while not in wear   Model Name: DT-DX95-XS   Manufacturer: Demetech   SKU: 1096475 ","","Black","",""
"1096535","https://www.projectn95.org/products/kids-gray-5-ply-mask/","Demetech","Kids Gray 5 Ply Mask","Kids","Pack of 20","Flat Fold,United States,Earloop","   Product Features:  The DemeTECH DX95 5 Layer Kids Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles. Soft Inner Polypropylene Layer provides comfort for long periods of wear. Double filtration layer provides strong protections against airborne particles and bacteria (tested in 3rd party laboratory). High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded earloops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear     Manufacturer: Demetech   Model Name: DT-DX95-XS   SKU: 1096535   ","","Gray","",""
"1096506","https://www.projectn95.org/products/product-lab-3d-style-boat-shape-kids-kf94-mask-pink/","Product Lab","Kids 3D Boat Shape PH-PLK Pink KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  These KF94 child masks come individually wrapped in packs of 10  Three-dimensional mask with lightweight structure for easy breathing. Adjustable nose bridge and elastic ear loop has enough elasticity to make a good seal. Multilayer protection, can filter out dust, germs, smoke, and a minimum of 94% of 0.4μm size particles Nano Fiber Application Approved by Korean MFDS (KF94 Mask)    Manufacturer: Product Lab |  Model Name: PH-PLKAdjustable Nose Clip: Yes | Individually Packaged: YesType: KF94","MFDS Item Standard Code: 202106594","Pink","",""
"1096509","https://www.projectn95.org/products/product-lab-3d-style-boat-shape-kids-kf94-mask-yellow-package-of-10/","Product Lab","Kids 3D Boat Shape PH-PLK Yellow KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  These KF94 child masks come individually wrapped in packs of 10  Three-dimensional mask with lightweight structure for easy breathing. Adjustable nose bridge and elastic ear loop has enough elasticity to make a good seal. Multilayer protection, can filter out dust, germs, smoke, and a minimum of 94% of 0.4μm size particles Nano Fiber Application Approved by Korean MFDS (KF94 Mask)    Manufacturer: Product Lab |  Model Name: PH-PLKAdjustable Nose Clip: Yes | Individually Packaged: YesType: KF94","MFDS Item Standard Code: 202106594","Yellow","",""
"1096518","https://www.projectn95.org/products/product-lab-3d-style-boat-shape-kids-kf94-mask-gray/","Product Lab","Kids 3D Boat Shape PH-PLK Gray KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  These KF94 child masks come individually wrapped in packs of 10  Three-dimensional mask with lightweight structure for easy breathing. Adjustable nose bridge and elastic ear loop has enough elasticity to make a good seal. Multilayer protection, can filter out dust, germs, smoke, and a minimum of 94% of 0.4μm size particles Nano Fiber Application Approved by Korean MFDS (KF94 Mask)    Manufacturer: Product Lab |  Model Name: PH-PLKAdjustable Nose Clip: Yes | Individually Packaged: YesType: KF94","MFDS Item Standard Code: 202106594 Multilayer protection, can filter out dust, germs, smoke, and a minimum of 94% of 0.4μm size particles","Gray","",""
"1096507","https://www.projectn95.org/products/anp-2d-shape-kids-kf94-masks-pink/","A&P","Prek Kids Flat Fold Pink KF94 Masks","Kids","Pack of 10","Flat Fold,Korea,Earloop,KF94"," 2D Premium Design 4PLY with high quality melt-blown filter KF94(KOREA FILTER 94) grade mask certified by the Korean FDA Mask made of 100% Korean raw material  Country of Origin: South Korea  Manufacturer: A&P Co, LTD.   Model Name: PH-APK ","","Pink","",""
"1096501","https://www.projectn95.org/products/ap-2d-shape-kids-kf94-masks-gray/","A&P","Prek Kids Flat Fold Gray KF94 Masks","Kids","Pack of 10","Flat Fold,Korea,Earloop,KF94","  2D Premium Design 4PLY with high quality melt-blown filter KF94(KOREA FILTER 94) grade mask certified by the Korean FDA Mask made of 100% Korean raw material  Country of Origin: South Korea  Manufacturer: A&P Co, LTD.   Model Name: PH-APK ","","Gray","",""
"1096508","https://www.projectn95.org/products/anp-2d-shape-kids-kf94-masks-yellow/","A&P","Prek Kids Flat Fold Yellow KF94 Masks","Kids","Pack of 10","Flat Fold,Korea,Earloop,KF94","  2D Premium Design 4PLY with high quality melt-blown filter KF94(KOREA FILTER 94) grade mask certified by the Korean FDA Mask made of 100% Korean raw material  Country of Origin: South Korea  Manufacturer: A&P Co, LTD.   Model Name: PH-APK ","","Yellow","",""
"1096591","https://www.projectn95.org/products/flat-fold-bnx-h95w-niosh-approved-n95-respirator-mask-white/","BNX Converting LLC","Flat Fold H95W N95 Masks M/L","M/L","Pack of 5, 10 & 20","Flat Fold,Headstrap,N95,US/Global","  Product Features:    BNX particulate filtering respirators are proudly manufactured in the United States from globally-sourced materials and to the highest quality of standards. Our face masks are designed to provide a comfortable and efficient fit for maximum protection against non-oil based airborne particles. Adjustable metal nose piece allows for a tight seal which helps to protect against airborne particles. Please follow all recommended fitting instructions and guidelines to ensure proper personal protection. Designated as an N95 mask, this respirator is certified to block at least 95% of particles .3 microns or larger.   Model Name: H95W   NIOSH: TC-84A-9315  Manufacturer: BNX Converting LLC  Dimensions: Height 6.10 in, Width 4.13 in    ","","White","",""
"1096500","https://www.projectn95.org/products/evergreen-cleantop-adjustable-3d-shape-kids-sized-black-kf94-mask/","Evergreen Cleantop","Kids 3D Boat Shape Adjustable Black KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94"," Model Name: Adjustable 3D-Shape- Kids sized- BLACK- KF94 Mask    SKU: 1096500   Brand: Evergreen Cleantop  Sizes: Small - Child size.   Dimensions:  7.2 in x 4.7 in   Product Features: The adjustable straps on this mask allow you to get a custom fit. These black KF94 masks come individually wrapped in packs of 10. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.  Adjustable ear loops and Nose Clip, Folding type mask, individually packaged Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. MFDS Item Standard Code: 202004801    Manufacturer:Evergreen, Co. LTD ","","Black","",""
"1096714","https://www.projectn95.org/products/nitta-flat-fold-9510-blue-n95-mask/","Nitta","Flat Fold 9510-3 N95 Mask Blue M/L","M/L","Pack of 10, 20, 30, 50, 100","Flat Fold,Headstrap,Colombia,N95"," This recyclable, NIOSH-approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.        Product Description:      Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.   Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'   Care: Non-washable; replace daily   Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.   Made In: Colombia     ","CDC NIOSH: TC-84A-8118","Blue","Nitta S.A.",""
"1096524","https://www.projectn95.org/products/champak-n95-respirator-flat-fold-style-m-l-white/","Champak","Flat Fold PC520M & PC520L adjustable N95 Masks M,L","Pack of 15","Pack of 15","Flat Fold,Headstrap,N95"," The Champak PC520M (Medium) and PC520L(Large) N95s were designed for comfort with adjustable straps, an ultra-breathable pleated fabric material making up the body of the mask, and a super soft adjustable foam nose piece that is lined for extra comfort. Customers love this mask for being one of the most comfortable N95 masks available on the market. Manufacturer: Champak Enterprise Company, Ltd. |Adjustable Nose Clip: Yes | Individually Packaged: Yes | Type: Non-surgical","CDC NIOSH: TC-84A-8138","White","","['5', 'Adjustable straps!', 'I'm very pleased with this mask and its incredibly comfortable secure fit. Only the second N95 mask I've found with adjustable straps, and this one is superior because it has padding over the bridge of the nose. I have a fuller/heart shaped face and it fits me well.']"
